Geneid,wt_CON,wt_DOX
ENSMUSG00000059830,0,0
ENSMUSG00000059832,0,0
ENSMUSG00000059834,282,216
ENSMUSG00000059835,2,6
ENSMUSG00000059839,978,645
ENSMUSG00000059842,122,96
ENSMUSG00000059845,0,0
ENSMUSG00000059851,1816,1140
ENSMUSG00000059852,4,8
ENSMUSG00000059854,4,9
ENSMUSG00000059857,0,0
ENSMUSG00000059862,0,0
ENSMUSG00000059864,4,6
ENSMUSG00000059866,1879,1211
ENSMUSG00000059867,0,0
ENSMUSG00000059873,0,0
ENSMUSG00000059874,0,0
ENSMUSG00000059877,0,0
ENSMUSG00000059878,966,894
ENSMUSG00000059883,3723,2571
ENSMUSG00000059887,0,0
ENSMUSG00000059890,5237,4826
ENSMUSG00000059891,5,5
ENSMUSG00000059895,319,980
ENSMUSG00000059897,576,364
ENSMUSG00000059900,4,66
ENSMUSG00000059901,0,54
ENSMUSG00000059908,0,0
ENSMUSG00000059910,0,0
ENSMUSG00000059920,1281,1009
ENSMUSG00000059921,0,52
ENSMUSG00000059923,19493,10620
ENSMUSG00000059934,0,0
ENSMUSG00000059939,532,399
ENSMUSG00000059956,3,14
ENSMUSG00000059970,363,279
ENSMUSG00000059974,2,0
ENSMUSG00000059975,800,568
ENSMUSG00000059981,4845,3093
ENSMUSG00000059991,0,4
ENSMUSG00000059994,336,569
ENSMUSG00000059995,2780,3518
ENSMUSG00000060002,1508,1051
ENSMUSG00000060012,9315,8457
ENSMUSG00000060019,84,55
ENSMUSG00000060024,0,0
ENSMUSG00000060029,59,25
ENSMUSG00000060030,0,0
ENSMUSG00000060032,965,845
ENSMUSG00000060034,2,1
ENSMUSG00000060036,23042,15747
ENSMUSG00000060038,542,538
ENSMUSG00000060044,178,311
ENSMUSG00000060063,13784,3478
ENSMUSG00000060068,0,0
ENSMUSG00000060070,0,0
ENSMUSG00000060073,3014,2689
ENSMUSG00000060081,0,0
ENSMUSG00000060084,0,0
ENSMUSG00000060090,6379,2589
ENSMUSG00000060093,0,14
ENSMUSG00000060096,32,0
ENSMUSG00000060098,735,588
ENSMUSG00000060105,0,0
ENSMUSG00000060112,0,0
ENSMUSG00000060114,0,0
ENSMUSG00000060121,300,146
ENSMUSG00000060126,80432,78069
ENSMUSG00000060128,0,0
ENSMUSG00000060131,8693,7032
ENSMUSG00000060147,24356,35779
ENSMUSG00000060149,744,285
ENSMUSG00000060152,462,195
ENSMUSG00000060161,0,0
ENSMUSG00000060166,1226,1126
ENSMUSG00000060170,0,0
ENSMUSG00000060176,6,8
ENSMUSG00000060177,0,0
ENSMUSG00000060180,0,0
ENSMUSG00000060181,902,1013
ENSMUSG00000060183,6,0
ENSMUSG00000060187,0,0
ENSMUSG00000060188,3,0
ENSMUSG00000060198,56,22
ENSMUSG00000060204,0,0
ENSMUSG00000060205,0,0
ENSMUSG00000060206,224,731
ENSMUSG00000060208,0,0
ENSMUSG00000060212,6,5
ENSMUSG00000060216,10349,7246
ENSMUSG00000060224,265,117
ENSMUSG00000060227,6,37
ENSMUSG00000060240,0,0
ENSMUSG00000060244,109,69
ENSMUSG00000060254,0,0
ENSMUSG00000060256,0,0
ENSMUSG00000060257,0,0
ENSMUSG00000060260,1547,2306
ENSMUSG00000060261,5809,4064
ENSMUSG00000060268,0,0
ENSMUSG00000060275,8,4
ENSMUSG00000060279,4414,3466
ENSMUSG00000060284,0,16
ENSMUSG00000060288,509,255
ENSMUSG00000060301,837,525
ENSMUSG00000060303,0,5
ENSMUSG00000060314,58,102
ENSMUSG00000060317,0,0
ENSMUSG00000060332,0,4
ENSMUSG00000060335,0,0
ENSMUSG00000060336,125,128
ENSMUSG00000060371,0,0
ENSMUSG00000060373,8083,8267
ENSMUSG00000060375,0,0
ENSMUSG00000060376,1609,1732
ENSMUSG00000060377,50,16
ENSMUSG00000060380,0,3
ENSMUSG00000060397,356,198
ENSMUSG00000060402,0,2
ENSMUSG00000060404,0,0
ENSMUSG00000060407,0,0
ENSMUSG00000060411,0,0
ENSMUSG00000060412,0,0
ENSMUSG00000060416,7,14
ENSMUSG00000060419,518,260
ENSMUSG00000060424,0,0
ENSMUSG00000060427,639,559
ENSMUSG00000060429,148,22
ENSMUSG00000060438,84,62
ENSMUSG00000060441,1633,517
ENSMUSG00000060445,2,0
ENSMUSG00000060450,3653,3115
ENSMUSG00000060459,2,12
ENSMUSG00000060461,0,0
ENSMUSG00000060467,94,18
ENSMUSG00000060470,14,31
ENSMUSG00000060475,4199,3459
ENSMUSG00000060477,934,1252
ENSMUSG00000060487,0,12
ENSMUSG00000060491,0,0
ENSMUSG00000060499,0,0
ENSMUSG00000060503,0,0
ENSMUSG00000060508,0,0
ENSMUSG00000060509,0,0
ENSMUSG00000060510,1695,1184
ENSMUSG00000060512,26,64
ENSMUSG00000060519,7400,2682
ENSMUSG00000060523,0,0
ENSMUSG00000060534,0,2
ENSMUSG00000060538,1586,596
ENSMUSG00000060548,2,3
ENSMUSG00000060550,1343,1141
ENSMUSG00000060560,0,0
ENSMUSG00000060565,0,0
ENSMUSG00000060566,6,0
ENSMUSG00000060568,26,16
ENSMUSG00000060572,6,10
ENSMUSG00000060579,14,2
ENSMUSG00000060583,0,0
ENSMUSG00000060586,3187,126
ENSMUSG00000060591,2073,1242
ENSMUSG00000060594,635,325
ENSMUSG00000060600,180,127
ENSMUSG00000060601,4332,2989
ENSMUSG00000060615,0,0
ENSMUSG00000060621,0,1
ENSMUSG00000060630,0,0
ENSMUSG00000060636,9355,7914
ENSMUSG00000060639,52,968
ENSMUSG00000060647,33,2
ENSMUSG00000060657,6501,4995
ENSMUSG00000060671,1572,1047
ENSMUSG00000060675,667,620
ENSMUSG00000060678,0,24
ENSMUSG00000060679,1780,871
ENSMUSG00000060680,114,6
ENSMUSG00000060681,1921,1642
ENSMUSG00000060688,0,0
ENSMUSG00000060699,0,0
ENSMUSG00000060703,9489,1179
ENSMUSG00000060708,295,480
ENSMUSG00000060715,0,0
ENSMUSG00000060716,13,6
ENSMUSG00000060724,0,0
ENSMUSG00000060727,0,0
ENSMUSG00000060730,0,0
ENSMUSG00000060733,2571,1903
ENSMUSG00000060738,0,0
ENSMUSG00000060739,8535,5952
ENSMUSG00000060742,0,0
ENSMUSG00000060743,11914,8561
ENSMUSG00000060747,0,0
ENSMUSG00000060756,0,0
ENSMUSG00000060759,0,0
ENSMUSG00000060765,0,0
ENSMUSG00000060771,905,594
ENSMUSG00000060777,4,0
ENSMUSG00000060780,0,0
ENSMUSG00000060787,0,0
ENSMUSG00000060791,3354,1108
ENSMUSG00000060795,14,6
ENSMUSG00000060798,430,335
ENSMUSG00000060802,553751,233981
ENSMUSG00000060803,3071,1740
ENSMUSG00000060807,0,0
ENSMUSG00000060808,6,3
ENSMUSG00000060816,0,0
ENSMUSG00000060827,0,0
ENSMUSG00000060843,0,0
ENSMUSG00000060860,899,797
ENSMUSG00000060862,1070,653
ENSMUSG00000060863,0,1
ENSMUSG00000060878,13,28
ENSMUSG00000060879,0,0
ENSMUSG00000060882,0,0
ENSMUSG00000060888,0,0
ENSMUSG00000060890,2,1
ENSMUSG00000060904,7352,4312
ENSMUSG00000060913,0,0
ENSMUSG00000060918,0,0
ENSMUSG00000060923,138,59
ENSMUSG00000060924,10,69
ENSMUSG00000060935,466,362
ENSMUSG00000060938,9914,14400
ENSMUSG00000060950,302,358
ENSMUSG00000060961,0,30
ENSMUSG00000060962,0,2
ENSMUSG00000060969,0,0
ENSMUSG00000060974,0,0
ENSMUSG00000060981,2,149
ENSMUSG00000060985,0,16
ENSMUSG00000060988,0,2
ENSMUSG00000060989,0,0
ENSMUSG00000060992,6826,4541
ENSMUSG00000061000,0,0
ENSMUSG00000061013,2,8
ENSMUSG00000061022,0,0
ENSMUSG00000061024,874,870
ENSMUSG00000061028,898,945
ENSMUSG00000061032,6748,6518
ENSMUSG00000061039,114,50
ENSMUSG00000061046,1289,718
ENSMUSG00000061048,2,2
ENSMUSG00000061062,91,44
ENSMUSG00000061068,2,0
ENSMUSG00000061079,1236,758
ENSMUSG00000061086,0,3
ENSMUSG00000061099,38,29
ENSMUSG00000061104,192,32
ENSMUSG00000061111,1337,589
ENSMUSG00000061115,5,0
ENSMUSG00000061118,276,196
ENSMUSG00000061119,5977,4870
ENSMUSG00000061126,0,1
ENSMUSG00000061130,1909,2006
ENSMUSG00000061132,8526,4558
ENSMUSG00000061136,6558,5278
ENSMUSG00000061143,250,98
ENSMUSG00000061165,0,0
ENSMUSG00000061167,24,32
ENSMUSG00000061171,0,0
ENSMUSG00000061175,33262,20782
ENSMUSG00000061184,0,0
ENSMUSG00000061186,120,74
ENSMUSG00000061195,0,0
ENSMUSG00000061207,824,501
ENSMUSG00000061208,0,0
ENSMUSG00000061210,0,0
ENSMUSG00000061232,85157,72470
ENSMUSG00000061244,4351,4009
ENSMUSG00000061246,0,0
ENSMUSG00000061259,0,0
ENSMUSG00000061272,4,16
ENSMUSG00000061273,2245,1814
ENSMUSG00000061286,613,404
ENSMUSG00000061288,9774,4907
ENSMUSG00000061292,0,0
ENSMUSG00000061295,0,0
ENSMUSG00000061296,0,0
ENSMUSG00000061298,0,0
ENSMUSG00000061306,7354,5458
ENSMUSG00000061311,0,2
ENSMUSG00000061313,3124,2449
ENSMUSG00000061315,11201,2903
ENSMUSG00000061322,75,40
ENSMUSG00000061330,0,0
ENSMUSG00000061331,0,0
ENSMUSG00000061342,0,0
ENSMUSG00000061353,102,583
ENSMUSG00000061356,0,2
ENSMUSG00000061360,1232,1257
ENSMUSG00000061367,0,0
ENSMUSG00000061371,214,295
ENSMUSG00000061374,1262,967
ENSMUSG00000061376,0,0
ENSMUSG00000061388,0,0
ENSMUSG00000061390,8,6
ENSMUSG00000061393,98,50
ENSMUSG00000061410,562,532
ENSMUSG00000061411,1211,1119
ENSMUSG00000061414,629,359
ENSMUSG00000061436,7669,4128
ENSMUSG00000061451,34,105
ENSMUSG00000061455,3000,1445
ENSMUSG00000061457,0,0
ENSMUSG00000061458,809,777
ENSMUSG00000061461,564,471
ENSMUSG00000061462,2,18
ENSMUSG00000061469,0,0
ENSMUSG00000061474,363,123
ENSMUSG00000061477,9870,17159
ENSMUSG00000061479,1150,1165
ENSMUSG00000061482,4,68
ENSMUSG00000061486,4,0
ENSMUSG00000061488,0,0
ENSMUSG00000061489,0,0
ENSMUSG00000061510,52,34
ENSMUSG00000061518,9339,3100
ENSMUSG00000061520,0,0
ENSMUSG00000061525,0,0
ENSMUSG00000061527,0,0
ENSMUSG00000061531,2,45
ENSMUSG00000061533,825,590
ENSMUSG00000061535,0,0
ENSMUSG00000061536,958,501
ENSMUSG00000061540,105,7
ENSMUSG00000061544,489,350
ENSMUSG00000061549,0,0
ENSMUSG00000061559,2049,1575
ENSMUSG00000061561,0,0
ENSMUSG00000061576,8,0
ENSMUSG00000061577,0,2
ENSMUSG00000061578,8,18
ENSMUSG00000061584,0,0
ENSMUSG00000061589,4570,4659
ENSMUSG00000061601,0,0
ENSMUSG00000061602,0,0
ENSMUSG00000061603,28,59
ENSMUSG00000061607,2908,1664
ENSMUSG00000061613,2294,1243
ENSMUSG00000061614,0,0
ENSMUSG00000061615,0,4
ENSMUSG00000061616,0,0
ENSMUSG00000061619,0,0
ENSMUSG00000061626,0,0
ENSMUSG00000061650,1135,704
ENSMUSG00000061653,0,0
ENSMUSG00000061665,4722,2812
ENSMUSG00000061666,3358,1170
ENSMUSG00000061669,0,0
ENSMUSG00000061684,26,14
ENSMUSG00000061689,3152,1663
ENSMUSG00000061701,0,0
ENSMUSG00000061702,2,4
ENSMUSG00000061707,0,0
ENSMUSG00000061718,7,0
ENSMUSG00000061723,4,15
ENSMUSG00000061724,45,14
ENSMUSG00000061728,2,0
ENSMUSG00000061731,1078,1182
ENSMUSG00000061740,48,13
ENSMUSG00000061742,0,2
ENSMUSG00000061751,14,115
ENSMUSG00000061755,5445,4002
ENSMUSG00000061758,2190,1493
ENSMUSG00000061759,1171,852
ENSMUSG00000061762,0,0
ENSMUSG00000061769,0,0
ENSMUSG00000061778,4056,2732
ENSMUSG00000061780,148,0
ENSMUSG00000061787,11501,9372
ENSMUSG00000061798,0,0
ENSMUSG00000061802,0,7
ENSMUSG00000061809,0,2
ENSMUSG00000061815,2,8
ENSMUSG00000061816,0,0
ENSMUSG00000061825,0,0
ENSMUSG00000061829,0,0
ENSMUSG00000061833,4,3
ENSMUSG00000061838,1081,774
ENSMUSG00000061843,0,0
ENSMUSG00000061845,0,0
ENSMUSG00000061847,0,0
ENSMUSG00000061848,28,58
ENSMUSG00000061852,0,0
ENSMUSG00000061859,38,62
ENSMUSG00000061863,10,2
ENSMUSG00000061875,0,0
ENSMUSG00000061877,0,0
ENSMUSG00000061878,12,34
ENSMUSG00000061882,111,50
ENSMUSG00000061887,931,908
ENSMUSG00000061894,356,351
ENSMUSG00000061897,30,10
ENSMUSG00000061898,620,344
ENSMUSG00000061904,9019,13717
ENSMUSG00000061906,0,0
ENSMUSG00000061911,0,0
ENSMUSG00000061937,0,0
ENSMUSG00000061947,0,0
ENSMUSG00000061950,4440,3409
ENSMUSG00000061952,0,0
ENSMUSG00000061958,0,0
ENSMUSG00000061959,0,0
ENSMUSG00000061961,0,0
ENSMUSG00000061969,2,0
ENSMUSG00000061972,96,98
ENSMUSG00000061974,0,0
ENSMUSG00000061977,0,0
ENSMUSG00000061979,359,344
ENSMUSG00000061981,4213,3197
ENSMUSG00000061983,6903,7762
ENSMUSG00000061984,0,0
ENSMUSG00000061988,0,0
ENSMUSG00000061991,0,5
ENSMUSG00000061992,2,0
ENSMUSG00000062006,5654,5701
ENSMUSG00000062007,6,5
ENSMUSG00000062012,34,29
ENSMUSG00000062014,9444,8172
ENSMUSG00000062017,0,2
ENSMUSG00000062028,0,1
ENSMUSG00000062031,1158,741
ENSMUSG00000062038,0,0
ENSMUSG00000062040,497,451
ENSMUSG00000062042,0,0
ENSMUSG00000062044,16,0
ENSMUSG00000062046,0,0
ENSMUSG00000062054,1781,709
ENSMUSG00000062061,0,0
ENSMUSG00000062064,0,0
ENSMUSG00000062070,26081,19764
ENSMUSG00000062073,0,0
ENSMUSG00000062074,8,6
ENSMUSG00000062075,558,440
ENSMUSG00000062077,0,0
ENSMUSG00000062078,17554,13756
ENSMUSG00000062081,119,66
ENSMUSG00000062082,6223,3161
ENSMUSG00000062083,8,14
ENSMUSG00000062098,445,360
ENSMUSG00000062101,255,350
ENSMUSG00000062103,0,0
ENSMUSG00000062110,481,326
ENSMUSG00000062115,883,695
ENSMUSG00000062116,676,587
ENSMUSG00000062121,0,0
ENSMUSG00000062124,0,0
ENSMUSG00000062127,8875,9300
ENSMUSG00000062128,0,0
ENSMUSG00000062132,0,0
ENSMUSG00000062142,0,0
ENSMUSG00000062148,6,0
ENSMUSG00000062151,0,0
ENSMUSG00000062152,0,0
ENSMUSG00000062154,0,0
ENSMUSG00000062157,4,2
ENSMUSG00000062169,2441,1714
ENSMUSG00000062175,120,90
ENSMUSG00000062181,0,0
ENSMUSG00000062184,2,12
ENSMUSG00000062186,0,0
ENSMUSG00000062190,1438,803
ENSMUSG00000062198,120,115
ENSMUSG00000062200,0,0
ENSMUSG00000062201,0,0
ENSMUSG00000062202,1193,837
ENSMUSG00000062203,4791,3853
ENSMUSG00000062204,0,0
ENSMUSG00000062209,0,0
ENSMUSG00000062210,5021,4801
ENSMUSG00000062224,0,0
ENSMUSG00000062232,1942,974
ENSMUSG00000062234,9622,7068
ENSMUSG00000062235,2,0
ENSMUSG00000062248,20,6
ENSMUSG00000062252,7,0
ENSMUSG00000062257,2,0
ENSMUSG00000062270,13378,10486
ENSMUSG00000062272,0,0
ENSMUSG00000062275,0,0
ENSMUSG00000062278,0,0
ENSMUSG00000062282,0,0
ENSMUSG00000062296,6,17
ENSMUSG00000062300,463,369
ENSMUSG00000062309,4,24
ENSMUSG00000062310,22,25
ENSMUSG00000062312,14,30
ENSMUSG00000062319,0,0
ENSMUSG00000062328,10396,19593
ENSMUSG00000062329,0,0
ENSMUSG00000062342,0,0
ENSMUSG00000062345,56,123
ENSMUSG00000062352,1147,1185
ENSMUSG00000062353,230,160
ENSMUSG00000062365,4,2
ENSMUSG00000062369,0,0
ENSMUSG00000062372,0,0
ENSMUSG00000062373,5132,7080
ENSMUSG00000062376,413,215
ENSMUSG00000062380,12,50
ENSMUSG00000062382,0,0
ENSMUSG00000062391,0,0
ENSMUSG00000062393,0,0
ENSMUSG00000062397,3999,3308
ENSMUSG00000062410,0,0
ENSMUSG00000062421,3367,2867
ENSMUSG00000062426,0,0
ENSMUSG00000062434,0,0
ENSMUSG00000062438,4,1
ENSMUSG00000062444,6,0
ENSMUSG00000062456,124,138
ENSMUSG00000062458,10,11
ENSMUSG00000062461,24,22
ENSMUSG00000062464,11,3
ENSMUSG00000062470,70,28
ENSMUSG00000062477,0,0
ENSMUSG00000062478,0,0
ENSMUSG00000062480,13,4
ENSMUSG00000062483,0,0
ENSMUSG00000062488,1950,287
ENSMUSG00000062496,0,0
ENSMUSG00000062497,0,0
ENSMUSG00000062510,185,218
ENSMUSG00000062511,2,0
ENSMUSG00000062515,1595,655
ENSMUSG00000062518,0,0
ENSMUSG00000062519,1067,711
ENSMUSG00000062524,0,3
ENSMUSG00000062526,943,604
ENSMUSG00000062527,0,0
ENSMUSG00000062528,0,0
ENSMUSG00000062542,2,0
ENSMUSG00000062545,0,0
ENSMUSG00000062546,0,0
ENSMUSG00000062551,0,0
ENSMUSG00000062553,0,0
ENSMUSG00000062554,64,4
ENSMUSG00000062556,0,0
ENSMUSG00000062561,0,0
ENSMUSG00000062563,0,8
ENSMUSG00000062564,0,0
ENSMUSG00000062580,2024,1684
ENSMUSG00000062582,6,4
ENSMUSG00000062585,2684,1678
ENSMUSG00000062588,7,2
ENSMUSG00000062590,526,291
ENSMUSG00000062591,35,29
ENSMUSG00000062593,0,0
ENSMUSG00000062598,0,0
ENSMUSG00000062604,3120,1874
ENSMUSG00000062609,2,0
ENSMUSG00000062611,244,232
ENSMUSG00000062619,167,94
ENSMUSG00000062621,0,0
ENSMUSG00000062627,2701,2543
ENSMUSG00000062629,5,8
ENSMUSG00000062646,1001,590
ENSMUSG00000062647,18706,20908
ENSMUSG00000062649,0,0
ENSMUSG00000062651,0,0
ENSMUSG00000062661,104,220
ENSMUSG00000062683,4689,2713
ENSMUSG00000062687,0,0
ENSMUSG00000062691,105,94
ENSMUSG00000062694,0,0
ENSMUSG00000062704,6,2
ENSMUSG00000062705,2,0
ENSMUSG00000062712,0,0
ENSMUSG00000062727,0,6
ENSMUSG00000062729,817,701
ENSMUSG00000062732,0,0
ENSMUSG00000062737,0,0
ENSMUSG00000062742,4,22
ENSMUSG00000062743,852,978
ENSMUSG00000062751,0,0
ENSMUSG00000062753,893,851
ENSMUSG00000062757,0,0
ENSMUSG00000062758,22,24
ENSMUSG00000062760,0,0
ENSMUSG00000062761,1380,874
ENSMUSG00000062762,3650,6961
ENSMUSG00000062773,5,0
ENSMUSG00000062778,0,0
ENSMUSG00000062782,0,0
ENSMUSG00000062785,40,20
ENSMUSG00000062793,0,0
ENSMUSG00000062794,12,3
ENSMUSG00000062797,1157,679
ENSMUSG00000062818,0,0
ENSMUSG00000062822,1526,1174
ENSMUSG00000062825,32439,33922
ENSMUSG00000062826,0,0
ENSMUSG00000062833,0,0
ENSMUSG00000062846,79,30
ENSMUSG00000062859,7,2
ENSMUSG00000062861,819,545
ENSMUSG00000062866,2553,1923
ENSMUSG00000062867,2368,1863
ENSMUSG00000062868,0,0
ENSMUSG00000062873,0,0
ENSMUSG00000062874,0,0
ENSMUSG00000062878,0,0
ENSMUSG00000062896,60,68
ENSMUSG00000062901,7768,7979
ENSMUSG00000062905,0,2
ENSMUSG00000062906,720,611
ENSMUSG00000062908,3724,2495
ENSMUSG00000062914,0,0
ENSMUSG00000062929,1045,1044
ENSMUSG00000062931,310,295
ENSMUSG00000062933,330,613
ENSMUSG00000062937,1692,1080
ENSMUSG00000062939,17,46
ENSMUSG00000062944,238,346
ENSMUSG00000062949,2229,1649
ENSMUSG00000062952,0,0
ENSMUSG00000062960,686,2040
ENSMUSG00000062961,0,0
ENSMUSG00000062963,2443,1769
ENSMUSG00000062980,274,186
ENSMUSG00000062981,2655,1514
ENSMUSG00000062987,0,0
ENSMUSG00000062991,4,24
ENSMUSG00000062995,405,74
ENSMUSG00000062997,23639,9791
ENSMUSG00000063001,4,2
ENSMUSG00000063015,7450,7798
ENSMUSG00000063018,54,12
ENSMUSG00000063019,1170,740
ENSMUSG00000063021,0,4
ENSMUSG00000063047,742,733
ENSMUSG00000063049,419,446
ENSMUSG00000063052,1351,1049
ENSMUSG00000063058,0,0
ENSMUSG00000063060,2,18
ENSMUSG00000063063,0,0
ENSMUSG00000063065,14467,6015
ENSMUSG00000063077,5649,3323
ENSMUSG00000063087,6,10
ENSMUSG00000063089,0,0
ENSMUSG00000063106,0,0
ENSMUSG00000063108,1648,1400
ENSMUSG00000063109,0,0
ENSMUSG00000063116,0,0
ENSMUSG00000063120,0,0
ENSMUSG00000063129,2,0
ENSMUSG00000063130,0,0
ENSMUSG00000063133,4,0
ENSMUSG00000063142,0,0
ENSMUSG00000063145,322,209
ENSMUSG00000063146,2980,2141
ENSMUSG00000063157,0,0
ENSMUSG00000063160,209,245
ENSMUSG00000063166,0,0
ENSMUSG00000063171,304,130
ENSMUSG00000063172,454,163
ENSMUSG00000063173,0,0
ENSMUSG00000063176,0,0
ENSMUSG00000063177,0,0
ENSMUSG00000063179,424,288
ENSMUSG00000063188,0,0
ENSMUSG00000063193,10614,11753
ENSMUSG00000063200,1782,1505
ENSMUSG00000063206,0,0
ENSMUSG00000063216,0,0
ENSMUSG00000063221,0,0
ENSMUSG00000063225,0,0
ENSMUSG00000063229,30537,25883
ENSMUSG00000063230,0,0
ENSMUSG00000063232,0,0
ENSMUSG00000063234,172,14
ENSMUSG00000063235,886,1005
ENSMUSG00000063236,774,567
ENSMUSG00000063239,0,3
ENSMUSG00000063245,181,92
ENSMUSG00000063251,0,0
ENSMUSG00000063252,0,0
ENSMUSG00000063253,1871,1556
ENSMUSG00000063268,2445,1454
ENSMUSG00000063273,3879,3484
ENSMUSG00000063275,112,162
ENSMUSG00000063277,0,0
ENSMUSG00000063281,1388,1386
ENSMUSG00000063286,7149,978
ENSMUSG00000063296,18,19
ENSMUSG00000063297,0,0
ENSMUSG00000063305,0,0
ENSMUSG00000063314,44,6
ENSMUSG00000063316,8485,8177
ENSMUSG00000063317,1559,1510
ENSMUSG00000063320,247,187
ENSMUSG00000063328,48,36
ENSMUSG00000063334,4042,1779
ENSMUSG00000063350,0,0
ENSMUSG00000063354,339,286
ENSMUSG00000063358,10876,6940
ENSMUSG00000063362,1296,1286
ENSMUSG00000063364,31,63
ENSMUSG00000063374,0,0
ENSMUSG00000063376,0,0
ENSMUSG00000063380,0,0
ENSMUSG00000063382,675,884
ENSMUSG00000063383,129,277
ENSMUSG00000063386,0,0
ENSMUSG00000063394,0,0
ENSMUSG00000063406,7460,4444
ENSMUSG00000063409,0,0
ENSMUSG00000063410,5799,3328
ENSMUSG00000063412,46,32
ENSMUSG00000063415,10,50
ENSMUSG00000063428,2,0
ENSMUSG00000063430,0,0
ENSMUSG00000063439,500,256
ENSMUSG00000063445,824,290
ENSMUSG00000063446,0,0
ENSMUSG00000063447,0,0
ENSMUSG00000063450,339,195
ENSMUSG00000063455,18,60
ENSMUSG00000063457,13907,12785
ENSMUSG00000063458,774,90
ENSMUSG00000063478,0,0
ENSMUSG00000063480,3142,1545
ENSMUSG00000063488,271,192
ENSMUSG00000063506,1824,1653
ENSMUSG00000063507,0,0
ENSMUSG00000063511,7723,4563
ENSMUSG00000063522,40,6
ENSMUSG00000063524,35669,19447
ENSMUSG00000063529,0,0
ENSMUSG00000063531,10,5
ENSMUSG00000063535,203,227
ENSMUSG00000063543,0,0
ENSMUSG00000063549,0,0
ENSMUSG00000063550,5214,4563
ENSMUSG00000063556,50,6
ENSMUSG00000063558,335,111
ENSMUSG00000063564,36,167
ENSMUSG00000063568,51,34
ENSMUSG00000063576,2408,1879
ENSMUSG00000063582,0,0
ENSMUSG00000063583,0,0
ENSMUSG00000063586,52,32
ENSMUSG00000063594,2,2
ENSMUSG00000063600,0,0
ENSMUSG00000063605,22,28
ENSMUSG00000063611,683,158
ENSMUSG00000063615,0,0
ENSMUSG00000063623,0,0
ENSMUSG00000063626,0,0
ENSMUSG00000063628,62,10
ENSMUSG00000063632,0,20
ENSMUSG00000063646,0,0
ENSMUSG00000063651,0,0
ENSMUSG00000063652,85,61
ENSMUSG00000063656,0,0
ENSMUSG00000063659,4353,1988
ENSMUSG00000063663,1421,815
ENSMUSG00000063672,0,0
ENSMUSG00000063681,0,0
ENSMUSG00000063683,0,4
ENSMUSG00000063684,109,35
ENSMUSG00000063687,8,7
ENSMUSG00000063689,0,0
ENSMUSG00000063694,4159,2572
ENSMUSG00000063696,664,276
ENSMUSG00000063698,143,86
ENSMUSG00000063704,6,2
ENSMUSG00000063713,0,0
ENSMUSG00000063714,23,10
ENSMUSG00000063715,0,0
ENSMUSG00000063727,0,426
ENSMUSG00000063730,0,0
ENSMUSG00000063739,2,6
ENSMUSG00000063751,2,5
ENSMUSG00000063754,50,84
ENSMUSG00000063760,655,619
ENSMUSG00000063762,0,0
ENSMUSG00000063764,0,0
ENSMUSG00000063765,24,25
ENSMUSG00000063767,4,2
ENSMUSG00000063779,0,0
ENSMUSG00000063785,2831,1644
ENSMUSG00000063787,275,218
ENSMUSG00000063796,0,0
ENSMUSG00000063800,1135,1396
ENSMUSG00000063801,2061,1547
ENSMUSG00000063802,1055,919
ENSMUSG00000063804,0,0
ENSMUSG00000063808,814,639
ENSMUSG00000063810,334,157
ENSMUSG00000063820,6,0
ENSMUSG00000063821,0,0
ENSMUSG00000063823,0,0
ENSMUSG00000063827,0,0
ENSMUSG00000063830,0,0
ENSMUSG00000063838,0,0
ENSMUSG00000063842,0,0
ENSMUSG00000063844,0,0
ENSMUSG00000063846,0,0
ENSMUSG00000063849,908,721
ENSMUSG00000063851,11,7
ENSMUSG00000063856,172,453
ENSMUSG00000063867,0,2
ENSMUSG00000063870,18280,13977
ENSMUSG00000063873,65,78
ENSMUSG00000063875,62,38
ENSMUSG00000063881,0,0
ENSMUSG00000063882,5210,1430
ENSMUSG00000063884,1346,1136
ENSMUSG00000063885,16,5
ENSMUSG00000063887,0,0
ENSMUSG00000063888,4614,4329
ENSMUSG00000063889,489,1178
ENSMUSG00000063894,1640,1030
ENSMUSG00000063895,6,2
ENSMUSG00000063900,0,0
ENSMUSG00000063902,1449,812
ENSMUSG00000063903,2,0
ENSMUSG00000063904,4779,3146
ENSMUSG00000063905,0,0
ENSMUSG00000063919,0,0
ENSMUSG00000063929,0,0
ENSMUSG00000063931,2884,2572
ENSMUSG00000063932,0,0
ENSMUSG00000063935,0,0
ENSMUSG00000063952,1683,1187
ENSMUSG00000063953,20,12
ENSMUSG00000063954,0,0
ENSMUSG00000063972,251,252
ENSMUSG00000063975,2,0
ENSMUSG00000063998,0,0
ENSMUSG00000064010,0,0
ENSMUSG00000064023,4,0
ENSMUSG00000064030,928,711
ENSMUSG00000064032,2,13
ENSMUSG00000064037,953,716
ENSMUSG00000064039,1,12
ENSMUSG00000064043,1884,1125
ENSMUSG00000064044,0,0
ENSMUSG00000064057,0,1
ENSMUSG00000064061,691,617
ENSMUSG00000064063,0,0
ENSMUSG00000064065,120,21
ENSMUSG00000064068,593,521
ENSMUSG00000064080,30,995
ENSMUSG00000064084,0,0
ENSMUSG00000064090,1582,1133
ENSMUSG00000064105,742,870
ENSMUSG00000064109,227,302
ENSMUSG00000064110,0,0
